time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,respiration
587,290,69,167,3094.22,61.4,52.614952,13.271835,1.092,9,40,52,26.0,31.5,96.0,98.5,38.71
588,311,69,166,3096.45,61.6,52.61494,13.271813,1.008,9,43,54,31.0,32.0,96.0,99.0,38.71
589,301,71,167,3098.22,62.0,52.61493,13.271793,1.418,9,40,55,26.5,31.5,91.5,99.0,38.71
590,301,71,167,3099.71,62.2,52.61492,13.271776,1.316,9,40,55,26.5,31.5,91.5,99.0,38.01
591,301,70,167,3101.36,62.6,52.614914,13.271756,1.334,9,41,54,27.5,35.0,96.0,99.5,38.01
592,295,74,167,3103.04,62.8,52.614902,13.271739,1.297,9,38,55,32.0,31.5,96.5,99.5,38.01
593,274,73,167,3104.84,63.2,52.614895,13.271717,1.25,9,36,53,32.0,31.5,96.5,99.5,38.01
594,289,79,168,3106.65,63.4,52.614887,13.271695,1.4,9,35,53,29.5,34.5,94.0,99.0,38.01
595,279,80,167,3108.27,63.6,52.614876,13.271673,1.754,9,33,54,30.5,34.0,96.0,99.0,37.15
596,275,78,168,3110.26,64.0,52.61487,13.27165,1.437,9,34,46,30.5,34.0,96.0,99.0,37.15
597,338,73,168,3111.41,64.2,52.61486,13.271632,1.558,9,44,58,25.5,33.0,94.0,96.0,37.15
598,315,74,168,3113.38,64.4,52.61485,13.271608,1.698,9,41,58,27.0,33.5,94.5,99.0,37.15
599,269,74,169,3115.69,64.8,52.61484,13.271577,1.698,9,35,50,27.5,32.0,94.5,98.5,37.15
600,251,79,169,3117.87,65.0,52.614834,13.271551,1.642,9,30,55,25.0,30.5,89.0,97.5,37.36
601,251,77,169,3119.37,65.2,52.614826,13.271531,1.717,9,31,52,26.5,32.0,91.0,94.5,37.36
602,262,73,169,3120.94,65.4,52.61482,13.271512,1.642,9,34,52,26.5,32.0,91.0,94.5,37.36
603,258,76,169,3122.31,65.6,52.61481,13.271494,1.344,9,32,53,24.0,32.0,90.0,98.0,37.36
604,257,75,169,3124.54,65.8,52.6148,13.271474,1.596,9,33,54,28.0,35.0,92.5,100.0,37.36
605,274,75,170,3125.94,66.2,52.614788,13.271455,1.745,9,35,55,29.5,34.0,92.0,98.5,37.9
606,276,74,169,3128.1,66.4,52.614777,13.271429,1.586,9,36,52,27.0,34.0,92.5,98.5,37.9
607,240,70,169,3130.31,66.6,52.614765,13.271402,1.661,9,33,56,30.5,31.0,94.0,99.0,37.9
608,233,71,169,3132.11,66.8,52.614758,13.271381,1.521,9,31,56,32.5,35.5,98.0,99.0,37.9
609,261,69,169,3133.61,67.2,52.614746,13.271362,1.484,9,36,54,32.5,35.5,98.0,99.0,37.9
610,279,69,169,3135.7,67.4,52.614735,13.271342,1.409,9,39,56,26.5,32.5,92.5,97.0,37.08
611,279,66,169,3137.32,67.6,52.614727,13.271322,1.67,9,40,51,26.5,32.5,92.5,97.0,37.08
612,248,73,169,3138.72,67.8,52.614716,13.271306,1.577,9,32,53,29.5,31.0,95.0,98.0,37.08
613,255,72,169,3140.19,68.0,52.61471,13.271286,1.437,9,34,58,28.5,34.5,96.0,98.5,37.08
614,269,71,169,3142.58,68.2,52.6147,13.271258,1.577,9,36,58,27.5,34.0,94.5,98.5,37.08
615,279,73,168,3144.17,68.4,52.61469,13.271241,1.633,9,36,58,28.5,31.0,94.5,99.0,37.32
616,243,66,169,3145.78,68.6,52.614674,13.271229,1.325,9,35,53,26.5,30.5,91.0,98.5,37.32
617,260,66,168,3147.87,68.8,52.614662,13.271205,1.53,9,38,50,32.0,30.0,95.0,99.5,37.32
618,260,70,169,3149.71,69.2,52.614655,13.271182,1.642,9,35,56,25.0,33.5,92.0,98.5,37.32
619,257,72,169,3151.75,69.4,52.614647,13.271154,1.586,9,34,54,26.0,34.0,92.5,99.5,37.32
620,266,71,169,3154.0,69.6,52.614635,13.271133,1.493,9,36,54,26.0,34.0,92.5,99.5,37.08
621,304,73,169,3155.22,69.8,52.614628,13.271116,1.586,9,40,52,28.5,33.0,96.5,100.0,37.08
622,307,68,168,3156.51,70.2,52.61462,13.271096,1.446,9,43,52,30.5,33.0,98.5,100.0,37.08
623,303,65,169,3158.53,70.4,52.614616,13.271069,1.409,9,45,52,29.0,32.5,96.0,100.0,37.08
624,304,62,169,3160.2,70.6,52.61461,13.271045,1.306,9,47,53,29.0,34.0,96.5,100.0,37.08
625,266,62,169,3162.53,70.8,52.614605,13.271018,1.222,9,41,53,29.0,34.0,96.5,100.0,36.53
626,266,62,169,3163.16,71.2,52.614594,13.271011,1.437,9,41,54,27.0,31.0,93.0,99.5,36.53
627,255,62,169,3164.75,71.4,52.61458,13.271001,1.736,9,39,57,25.5,30.0,89.0,98.0,36.53
628,255,70,170,3166.21,71.6,52.614567,13.271008,1.344,9,35,56,24.0,30.5,87.0,96.0,36.53
629,414,70,170,3167.2,72.0,52.614555,13.271003,1.614,9,56,44,24.0,30.5,87.0,96.0,36.53
630,197,67,170,3169.1,72.2,52.61454,13.270996,1.484,9,28,57,30.0,32.0,94.5,97.0,37.34
631,81,84,170,3171.13,72.2,52.614525,13.270978,1.661,9,9,57,20.5,30.0,72.5,96.0,37.34
632,66,73,170,3173.01,72.4,52.614506,13.27097,2.099,9,9,63,16.5,25.0,48.0,73.0,37.34
633,0,73,169,3176.14,72.4,52.61448,13.270967,2.398,9,0,63,19.0,25.0,54.5,73.0,37.34
634,0,73,169,3179.17,72.4,52.614452,13.270972,3.014,9,0,63,19.0,25.0,54.5,73.0,37.34
635,0,0,169,3182.09,72.4,52.614426,13.270989,2.93,9,0,,,,,,37.49
636,0,0,168,3185.85,72.4,52.614395,13.271009,2.631,9,0,,,,,,37.49
637,0,0,167,3189.01,72.2,52.614376,13.271032,2.295,9,0,,,,,,37.49
638,36,39,167,3190.83,72.2,52.614357,13.271047,2.127,9,9,33,,,,,37.49
639,113,80,167,3193.61,72.2,52.614338,13.271063,2.146,9,13,60,28.0,0.0,77.5,0.0,37.49
640,163,84,167,3195.94,72.4,52.61432,13.271074,2.286,9,19,60,23.5,33.0,77.5,90.5,37.59
641,174,84,167,3198.19,72.4,52.614296,13.271078,2.445,9,20,57,22.5,32.5,76.0,89.5,37.59
642,230,90,167,3200.0,72.4,52.61428,13.271092,1.857,9,24,55,24.5,32.0,78.5,90.5,37.59
643,244,76,166,3202.31,72.6,52.61426,13.271111,1.941,9,31,55,30.0,36.0,92.0,98.5,37.59
644,236,71,166,3204.36,72.8,52.614246,13.271129,1.745,9,32,58,27.0,37.0,92.5,100.0,37.59
645,238,71,166,3206.49,72.8,52.61423,13.271147,1.764,9,32,53,27.5,33.5,91.5,100.0,37.66
646,238,72,166,3208.4,73.2,52.614216,13.271163,1.689,9,32,50,30.0,35.5,94.0,100.0,37.66
647,288,73,165,3210.27,73.4,52.61421,13.271183,1.577,9,38,55,30.0,35.5,94.0,100.0,37.66
648,293,61,165,3211.56,73.6,52.6142,13.271199,1.418,9,46,54,28.0,35.0,96.0,99.0,37.66
649,292,59,165,3212.72,73.8,52.6142,13.271219,1.614,9,47,52,26.5,33.5,94.0,100.0,37.66
650,281,59,165,3214.25,74.0,52.614193,13.271239,1.316,9,45,52,27.5,31.5,95.5,99.5,37.31
651,332,64,164,3216.25,74.4,52.614178,13.2712555,1.344,9,50,50,30.5,33.0,96.0,98.5,37.31
652,345,63,164,3218.18,74.6,52.614166,13.271274,1.456,9,52,49,31.0,32.0,96.5,100.0,37.31
653,299,63,165,3219.92,75.0,52.61416,13.271295,1.708,9,45,53,27.5,31.5,93.5,99.5,37.31
654,299,68,165,3221.17,75.2,52.614147,13.271307,1.558,9,42,54,25.5,31.5,91.5,99.0,37.31
655,347,73,164,3222.86,75.6,52.614136,13.271314,1.53,9,45,54,32.0,33.5,95.5,99.5,37.47
656,0,73,164,3224.16,75.8,52.614124,13.271329,1.586,9,0,54,32.0,33.5,95.5,99.5,37.47
657,0,73,165,3225.45,76.2,52.614117,13.271344,1.241,9,0,54,32.0,33.5,95.5,99.5,37.47
658,0,0,165,3226.5,76.4,52.61411,13.2713585,1.269,9,0,,,,,,37.47
659,249,54,166,3228.46,76.8,52.614098,13.271382,1.53,9,44,56,24.5,29.5,92.0,97.5,37.47
660,216,54,166,3230.17,77.0,52.614082,13.271402,1.4,9,38,56,29.0,31.5,94.5,99.0,37.97
661,216,66,166,3233.06,77.4,52.614063,13.271422,1.465,9,31,55,29.0,30.5,91.0,99.0,37.97
662,206,79,166,3235.27,77.6,52.614044,13.271431,1.39,9,25,50,24.5,29.0,83.0,95.5,37.97
663,183,79,166,3236.66,77.8,52.614033,13.271437,1.166,9,22,54,24.5,29.0,83.0,95.5,37.97
664,183,62,166,3238.85,77.8,52.614014,13.271442,1.558,9,28,54,24.5,29.0,83.0,95.5,37.97
665,138,58,166,3241.08,78.0,52.613995,13.271449,1.241,9,23,55,,,,,37.91
666,69,56,165,3242.34,78.2,52.613987,13.271446,1.082,9,12,38,24.0,27.0,82.0,82.5,37.91
667,90,58,165,3243.89,78.4,52.61397,13.271457,1.652,9,15,60,24.5,27.0,70.5,82.5,37.91
668,79,47,165,3245.39,78.4,52.61396,13.271467,1.847,9,16,60,19.5,23.0,66.5,76.5,37.91
669,54,47,166,3247.16,78.4,52.61395,13.271485,1.941,9,11,56,22.5,29.5,68.5,80.5,37.91
670,54,52,165,3249.32,78.4,52.613937,13.27151,1.894,9,10,56,22.5,29.5,68.5,80.5,38.27
671,0,52,166,3251.15,78.2,52.613934,13.271533,1.736,9,0,56,16.5,23.5,54.0,71.0,38.27
672,0,52,165,3253.39,78.0,52.613922,13.2715645,2.426,9,0,56,16.5,23.5,54.0,71.0,38.27
673,0,0,166,3256.34,77.4,52.613895,13.27159,3.928,9,0,,,,,,38.27
674,0,0,167,3259.73,76.8,52.61386,13.271593,4.059,9,0,,,,,,38.27
675,0,0,166,3262.85,76.4,52.613834,13.271594,2.846,9,0,,,,,,40.08
676,0,0,166,3266.37,75.8,52.613804,13.271605,3.312,9,0,,,,,,40.08
677,0,0,165,3270.09,75.4,52.613773,13.27164,4.227,9,0,,,,,,40.08
678,0,0,165,3274.48,75.2,52.61375,13.271692,4.992,9,0,,,,,,40.08
679,0,0,165,3279.73,74.8,52.61373,13.271763,5.337,9,0,,,,,,40.08
680,32,19,165,3285.24,74.2,52.6137,13.271828,5.337,9,16,57,18.0,15.0,84.5,54.0,40.89
681,0,19,165,3291.32,73.4,52.61367,13.271902,6.224,9,0,57,18.0,15.0,84.5,54.0,40.89
682,0,19,164,3298.35,72.8,52.61364,13.271995,7.287,9,0,57,18.0,15.0,84.5,54.0,40.89
683,0,0,164,3305.57,71.6,52.613605,13.272085,7.147,9,0,,,,,,40.89
684,0,0,163,3313.23,70.2,52.613567,13.272185,7.884,9,0,,,,,,40.89
685,0,0,163,3322.0,69.6,52.613518,13.272289,8.127,9,0,,,,,,40.89
686,0,0,162,3330.28,68.8,52.61346,13.272368,7.39,9,0,,,,,,41.43
687,0,0,162,3338.44,68.6,52.613415,13.272452,6.877,9,0,,,,,,41.43
688,0,0,162,3345.75,68.0,52.61338,13.272546,6.905,9,0,,,,,,41.43
689,0,0,162,3353.01,67.0,52.613354,13.272647,7.203,9,0,,,,,,41.43
690,0,0,160,3361.65,66.2,52.613304,13.272749,7.679,9,0,,,,,,40.61
691,0,0,159,3368.26,65.6,52.613262,13.272812,5.412,9,0,0,,,,,40.61
692,35,25,159,3373.22,65.4,52.613216,13.2728405,4.824,9,13,0,0.0,95.0,0.0,96.0,40.61
693,0,25,160,3377.46,65.4,52.61318,13.272846,3.714,9,0,0,0.0,95.0,0.0,96.0,40.61
694,0,25,160,3380.41,65.6,52.613155,13.272832,2.333,9,0,0,0.0,95.0,0.0,96.0,40.61
695,0,0,161,3382.45,65.8,52.61314,13.272808,2.435,9,0,,,,,,40.46
696,174,42,162,3384.68,66.0,52.613125,13.272778,2.715,9,40,,22.5,26.0,82.5,80.0,40.46
697,295,53,162,3387.99,66.4,52.61311,13.272738,2.893,9,53,50,26.0,24.5,88.5,89.5,40.46
698,330,54,162,3390.76,66.8,52.6131,13.272702,2.603,9,58,52,26.0,24.5,88.5,89.5,40.46
699,321,50,162,3393.44,67.0,52.61309,13.272666,2.314,9,61,51,30.0,26.5,94.0,96.0,40.46
700,283,49,162,3396.1,67.2,52.613087,13.272623,2.753,9,55,51,23.5,26.5,90.5,96.0,39.96
701,284,49,162,3399.54,67.4,52.613075,13.272576,2.734,9,55,53,26.0,27.0,90.5,96.0,39.96
702,284,62,162,3403.25,67.6,52.613064,13.27253,2.846,9,44,53,24.0,25.0,83.5,92.5,39.96
703,137,57,162,3406.27,67.8,52.61305,13.272487,3.256,9,23,54,21.0,33.0,80.0,93.5,39.96
704,106,57,160,3410.0,68.0,52.613037,13.272436,3.723,9,18,56,20.0,23.5,67.5,83.5,39.96
705,106,67,160,3413.73,67.8,52.613026,13.272381,4.012,9,15,56,16.5,25.5,63.0,79.0,40.81
706,163,79,159,3418.13,67.8,52.613014,13.272323,3.48,9,20,57,20.0,25.5,63.0,85.0,40.81
707,170,79,158,3422.13,67.6,52.613003,13.272264,3.826,9,21,59,20.0,25.5,63.0,85.0,40.81
708,146,70,156,3426.36,67.6,52.612995,13.272203,3.723,9,20,57,21.0,25.5,73.0,85.0,40.81
709,143,70,156,3430.75,67.6,52.61298,13.272143,3.816,9,20,58,21.0,24.0,69.5,82.0,40.81
710,112,73,156,3435.13,67.6,52.61297,13.272082,3.975,9,15,59,21.0,23.0,71.0,83.0,41.78
711,79,74,156,3439.84,67.4,52.61294,13.272019,4.637,9,10,67,21.0,23.0,71.0,83.0,41.78
712,115,83,156,3445.45,67.4,52.612915,13.271952,4.637,9,13,67,13.5,23.0,47.5,71.5,41.78
713,154,88,156,3450.82,67.2,52.612896,13.271877,4.759,9,17,58,19.5,26.5,65.5,77.0,41.78
714,190,86,156,3455.27,67.2,52.61289,13.271813,3.695,9,21,53,19.5,26.5,65.5,77.0,41.78
715,237,63,156,3458.98,67.2,52.612877,13.271763,2.463,9,36,53,29.0,35.5,98.0,98.0,39.27
716,198,50,155,3462.45,67.4,52.61287,13.271713,2.855,9,38,54,29.0,35.5,98.0,98.0,39.27
717,106,40,154,3465.98,67.6,52.612873,13.271659,3.434,9,25,54,29.5,32.0,96.5,97.0,39.27
718,0,40,154,3469.96,67.8,52.612885,13.271601,3.947,9,0,57,24.5,32.0,90.0,97.0,39.27
719,0,40,153,3473.72,67.6,52.612896,13.271547,4.18,9,0,57,24.5,32.0,90.0,97.0,39.27
720,0,0,152,3478.53,67.6,52.612907,13.271478,4.721,9,0,,,,,,38.38
721,0,0,151,3483.58,67.4,52.612907,13.271403,4.712,9,0,,,,,,38.38
722,22,29,151,3488.37,67.2,52.612907,13.271332,4.703,9,7,0,32.0,0.0,84.0,0.0,38.38
723,148,84,151,3493.23,67.0,52.612904,13.271256,4.805,9,17,55,15.0,24.5,57.0,77.0,38.38
724,155,93,152,3498.38,66.8,52.612915,13.271185,4.115,9,16,56,21.5,24.5,71.5,72.0,38.38
725,146,72,152,3502.81,66.8,52.612915,13.271118,3.882,9,19,64,21.5,24.5,71.5,72.0,37.4
726,203,69,152,3507.12,66.8,52.612926,13.271056,3.76,9,28,54,22.5,26.5,76.5,85.0,37.4
727,198,59,152,3511.41,67.0,52.612934,13.270993,3.602,9,32,58,25.0,32.0,83.0,95.0,37.4
728,230,68,152,3515.13,67.2,52.612946,13.270945,2.715,9,32,53,26.0,33.0,90.5,97.5,37.4
729,256,52,151,3517.88,67.4,52.612953,13.270907,2.165,9,47,49,29.0,33.5,91.5,97.0,37.4
730,295,52,151,3519.88,67.6,52.61295,13.27088,1.624,9,54,49,30.5,37.5,96.5,98.5,37.14
731,295,41,150,3521.85,68.0,52.612946,13.270847,1.913,9,69,42,32.5,32.0,96.5,98.5,37.14
732,272,41,150,3523.44,68.2,52.61295,13.270824,1.614,9,63,42,26.0,32.0,88.5,98.5,37.14
733,272,37,150,3525.5,68.4,52.612965,13.270801,2.211,9,70,50,26.0,32.0,88.5,98.5,37.14
734,166,40,151,3528.66,68.6,52.612984,13.2707615,3.126,9,40,65,26.0,32.0,88.5,98.5,37.14
735,0,40,151,3532.17,68.8,52.613003,13.27072,3.34,9,0,65,20.5,26.0,80.0,95.0,37.75
736,0,40,151,3535.88,68.8,52.613007,13.27066,4.133,9,0,65,20.5,26.0,80.0,95.0,37.75
737,0,0,151,3540.76,68.6,52.61301,13.27059,4.413,9,0,,,,,,37.75
738,0,0,151,3545.06,68.2,52.61301,13.270525,4.078,9,0,,,,,,37.75
739,0,0,151,3549.03,68.0,52.613007,13.270469,3.471,9,0,,,,,,37.75
740,0,0,151,3553.0,67.4,52.613003,13.270407,3.807,9,0,,,,,,37.75
741,0,0,150,3557.2,67.2,52.613007,13.270343,3.592,9,0,,,,,,37.75
742,0,0,148,3560.38,67.0,52.61299,13.270302,2.902,9,0,,,,,,37.76
743,0,0,148,3563.02,66.6,52.612972,13.270268,3.611,9,0,,,,,,37.76
744,0,0,148,3566.7,66.2,52.612934,13.270276,4.703,9,0,,,,,,37.76
745,0,0,147,3571.22,65.4,52.612896,13.270299,5.608,9,0,,,,,,35.8
746,0,10,147,3575.88,65.0,52.612854,13.270331,6.0,9,0,,,,,,35.8
747,0,10,147,3581.57,64.6,52.61281,13.270362,5.207,9,0,,,,,,35.8
748,0,30,146,3586.44,64.0,52.612774,13.270396,4.721,9,0,,,,,,35.8
749,0,30,146,3591.42,63.6,52.612736,13.270439,5.235,9,0,,,,,,35.8
750,0,30,146,3596.62,62.8,52.612698,13.270491,6.158,9,0,,,,,,34.5
751,0,0,144,3602.9,62.4,52.612656,13.270549,6.634,9,0,,,,,,34.5
752,0,0,141,3609.46,61.4,52.61261,13.270613,6.923,9,0,,,,,,34.5
753,0,0,139,3616.57,60.2,52.61256,13.270683,7.129,9,0,,,,,,34.5
754,0,10,138,3624.32,59.0,52.612503,13.270758,8.099,9,0,,,,,,34.5
755,0,10,136,3633.32,57.4,52.61244,13.270831,8.594,9,0,,,,,,32.84
756,0,10,135,3642.48,56.0,52.612373,13.270915,9.023,9,0,,,,,,32.84
757,0,0,136,3652.33,54.6,52.6123,13.271006,9.583,9,0,,,,,,32.84
758,0,0,136,3661.75,53.6,52.61224,13.2711,9.144,9,0,,,,,,32.84
759,0,0,137,3671.82,52.0,52.61217,13.271205,9.741,9,0,,,,,,32.84
760,0,0,137,3681.95,51.0,52.612103,13.271301,9.181,9,0,,,,,,32.13
761,0,0,139,3690.88,50.2,52.612038,13.271379,7.884,9,0,,,,,,32.13
762,0,0,139,3699.45,49.4,52.611977,13.271458,7.409,9,0,,,,,,32.13
763,0,0,139,3707.22,48.6,52.61194,13.271551,6.858,9,0,,,,,,32.13
764,0,6,140,3714.06,47.8,52.61192,13.271647,6.233,9,0,,,,,,32.13
765,0,6,140,3719.98,47.8,52.611908,13.271731,5.318,9,0,,,,,,34.02
766,164,92,142,3725.86,47.6,52.611897,13.271814,5.113,9,17,49,19.5,22.0,78.0,80.0,34.02
767,240,74,142,3730.57,47.8,52.611893,13.271884,4.348,9,31,52,22.0,22.0,86.0,74.5,34.02
768,222,75,144,3735.96,48.2,52.611885,13.271964,5.095,9,28,52,22.0,22.0,86.0,74.5,34.02
769,181,74,144,3741.39,48.4,52.611866,13.272038,5.104,9,23,56,21.5,27.0,74.5,87.5,34.02
770,218,86,144,3746.08,48.4,52.61184,13.2721,4.731,9,24,50,25.0,23.5,82.5,79.5,35.28
771,0,86,145,3751.0,48.6,52.611816,13.272163,4.264,9,0,50,21.0,23.5,67.0,79.5,35.28
772,0,28,145,3754.83,48.6,52.61181,13.272219,3.294,9,0,50,,,,,35.28
773,0,28,144,3758.35,48.4,52.61181,13.272271,2.715,9,0,50,,,,,35.28
774,0,28,143,3760.84,48.4,52.61182,13.2723055,2.435,9,0,50,,,,,35.28
775,0,0,142,3763.32,48.2,52.611843,13.272327,3.182,9,0,,,,,,33.75
776,0,0,142,3766.33,48.0,52.611866,13.272348,3.107,9,0,,,,,,33.75
777,107,41,143,3769.48,48.0,52.61189,13.272374,3.35,9,25,53,20.5,26.5,76.5,86.0,33.75
778,220,74,143,3772.91,47.8,52.611916,13.272405,3.518,9,28,49,20.5,26.5,76.5,86.0,33.75
779,266,71,144,3775.86,47.8,52.611935,13.272434,2.389,9,36,49,25.5,29.5,86.0,90.5,33.75
780,321,68,144,3778.66,47.8,52.611954,13.272464,2.305,9,45,49,23.5,30.0,94.0,91.5,35.49
781,318,59,144,3781.75,48.0,52.611977,13.272493,2.93,9,51,52,27.0,32.5,94.5,96.5,35.49
782,352,70,145,3785.77,48.2,52.612003,13.272526,2.902,9,48,55,27.0,29.0,94.5,97.5,35.49
783,325,66,145,3788.69,48.4,52.612026,13.272554,3.07,9,47,51,27.5,31.5,95.0,97.5,35.49
784,280,68,146,3792.4,48.6,52.612053,13.27259,3.144,9,39,56,26.5,30.5,89.5,97.5,35.49
785,223,70,146,3795.96,49.0,52.612076,13.272626,3.256,9,30,59,26.0,31.0,89.0,97.5,35.86
786,209,74,146,3799.34,49.0,52.612095,13.272667,3.144,9,27,58,25.0,31.0,86.5,92.0,35.86
787,192,74,147,3802.51,49.2,52.612114,13.272702,2.715,9,25,57,25.0,31.0,86.5,92.0,35.86
788,192,71,146,3806.35,49.2,52.612137,13.272741,2.65,9,26,57,25.0,29.0,79.0,89.5,35.86
789,207,72,147,3809.42,49.2,52.612156,13.272781,3.219,9,27,51,21.0,30.5,82.5,90.0,35.86
790,230,66,147,3812.36,49.2,52.612164,13.272826,2.893,9,33,51,23.0,26.0,82.0,84.0,36.9
791,171,63,149,3815.97,49.2,52.61217,13.2728815,3.042,9,26,56,18.0,24.0,78.5,85.5,36.9
792,183,69,149,3820.12,49.2,52.61217,13.272943,3.322,9,25,56,22.5,19.5,78.0,80.0,36.9
793,127,73,149,3823.6,49.2,52.61217,13.272995,2.986,9,17,54,21.5,19.5,70.5,80.0,36.9
794,110,80,149,3827.34,49.2,52.612164,13.27305,3.499,9,13,65,20.0,23.5,63.5,76.0,36.9
795,106,78,149,3831.61,49.2,52.612156,13.273111,3.882,9,13,58,15.5,25.0,63.0,75.0,36.8
796,117,74,149,3835.43,49.2,52.61214,13.273166,4.003,9,15,63,15.5,25.0,63.0,75.0,36.8
797,98,83,149,3839.72,48.8,52.61212,13.273222,4.236,9,11,62,16.5,25.5,56.0,80.0,36.8
798,109,81,149,3844.17,48.6,52.612095,13.273277,4.516,9,13,59,16.5,22.5,57.0,73.0,36.8
799,110,79,150,3848.49,48.4,52.61208,13.273333,3.863,9,13,59,15.0,21.0,56.5,71.5,36.8
800,120,82,149,3853.55,48.4,52.612057,13.273403,4.693,9,14,59,13.5,23.5,54.5,76.0,36.74
801,148,84,148,3858.71,48.2,52.61205,13.2734785,4.712,9,17,64,13.5,23.5,54.5,76.0,36.74
802,160,84,147,3863.98,48.2,52.612053,13.273558,4.871,9,18,55,18.0,23.5,67.0,77.0,36.74
803,160,78,148,3868.89,48.0,52.61206,13.27363,4.469,9,20,55,19.5,25.5,62.5,81.0,36.74
804,152,73,148,3873.88,48.0,52.612064,13.273702,4.143,9,20,59,20.0,23.0,73.0,79.0,36.74
805,186,75,148,3878.23,47.8,52.612076,13.273767,4.022,9,24,52,20.0,23.0,73.0,79.0,36.3
806,178,70,148,3882.79,47.6,52.612095,13.2738285,3.284,9,24,60,22.0,22.0,74.0,78.5,36.3
807,144,64,148,3887.35,47.8,52.612103,13.273895,3.471,9,21,60,22.0,22.0,74.0,78.5,36.3
808,230,67,148,3891.09,48.0,52.6121,13.2739525,3.042,9,33,46,22.5,25.5,75.5,84.0,36.3
809,192,63,148,3894.52,48.2,52.61209,13.274003,2.342,9,29,46,28.0,25.5,88.0,84.0,36.3
810,179,63,147,3898.42,48.2,52.612087,13.274056,2.258,9,27,45,23.0,28.5,84.5,92.0,34.44
811,179,52,147,3901.07,48.6,52.612103,13.274091,2.127,9,33,45,26.5,22.0,89.5,77.5,34.44
812,234,45,147,3904.14,48.6,52.61211,13.2741375,2.902,9,50,48,26.5,27.5,88.0,88.5,34.44
813,257,54,147,3907.23,48.8,52.61211,13.274184,2.566,9,45,48,23.5,23.0,84.0,86.0,34.44
814,272,54,147,3911.07,49.0,52.612114,13.274237,2.678,9,48,51,23.5,23.0,84.0,86.0,34.44
815,263,57,147,3914.35,49.2,52.612118,13.274287,3.098,9,44,53,26.5,25.5,85.5,88.0,36.34
816,253,59,147,3917.62,49.4,52.61212,13.274334,2.575,9,41,53,24.5,23.5,84.0,86.0,36.34
817,161,59,148,3921.18,49.6,52.61213,13.274386,3.014,9,26,53,25.0,25.5,80.0,85.0,36.34
818,161,41,148,3924.44,49.6,52.61212,13.274432,2.79,9,37,57,25.0,25.5,80.0,85.0,36.34
819,203,41,148,3926.86,49.8,52.61211,13.2744665,2.463,9,47,57,25.0,25.5,80.0,85.0,36.34
820,203,45,148,3929.34,50.0,52.6121,13.274496,2.118,9,43,57,23.5,21.5,81.0,83.0,37.61
821,232,45,148,3931.44,50.2,52.612087,13.274519,1.708,9,49,49,23.5,21.5,81.0,83.0,37.61
822,232,42,148,3934.57,50.4,52.61207,13.274555,2.818,9,53,53,28.0,25.0,89.0,92.0,37.61
823,0,42,149,3937.72,50.4,52.61205,13.274594,3.35,9,0,53,28.0,25.0,89.0,92.0,37.61
824,0,42,149,3941.93,50.6,52.612022,13.274643,4.05,9,0,53,28.0,25.0,89.0,92.0,37.61
825,0,0,149,3945.91,50.4,52.612,13.274684,3.592,9,0,,,,,,36.49
826,0,0,149,3950.81,50.0,52.61197,13.2747345,4.563,9,0,,,,,,36.49
827,0,0,148,3955.0,49.8,52.611958,13.27479,4.199,9,0,,,,,,36.49
828,0,10,148,3959.06,49.2,52.611946,13.274845,4.04,9,0,,,,,,36.49
829,0,57,148,3962.83,48.8,52.61194,13.274905,4.749,9,0,,,,,,36.49
830,0,57,148,3966.63,48.4,52.611916,13.274954,3.882,9,0,,,,,,35.74
831,0,57,147,3971.06,48.0,52.61188,13.274992,3.49,9,0,,,,,,35.74
832,0,0,146,3974.91,47.6,52.611866,13.275039,3.06,9,0,,,,,,35.74
833,0,15,144,3978.87,47.4,52.611847,13.275091,3.284,9,0,,,,,,35.74
834,254,59,144,3982.71,47.4,52.611824,13.275134,3.312,9,41,69,0.0,85.5,0.0,78.5,35.74
835,178,57,144,3986.42,47.4,52.611805,13.275179,2.753,9,30,54,23.5,31.0,79.5,90.5,34.85
836,164,57,144,3989.86,47.2,52.611786,13.275218,2.585,9,27,54,23.5,31.0,79.5,90.5,34.85
837,164,55,144,3992.42,47.4,52.611774,13.27525,1.782,9,28,56,26.5,29.0,85.5,90.5,34.85
838,218,53,145,3994.3,47.4,52.61177,13.275276,1.484,9,39,51,26.5,29.0,85.5,90.5,34.85
839,275,42,146,3996.27,47.6,52.61176,13.275303,1.829,9,63,46,26.5,29.0,85.5,90.5,34.85
840,287,41,146,3998.52,47.8,52.61175,13.275336,1.922,9,67,46,31.0,26.5,95.0,92.5,33.86
841,149,41,145,4001.27,48.0,52.611748,13.275376,2.491,9,35,58,27.0,28.0,89.0,94.5,33.86
842,149,39,146,4003.95,48.2,52.61175,13.275414,2.277,9,36,63,17.0,25.0,72.0,86.0,33.86
843,85,52,145,4006.38,48.2,52.611767,13.275443,2.585,9,16,50,20.5,15.0,71.5,65.5,33.86
844,150,58,145,4008.85,48.4,52.61179,13.275459,2.594,9,25,50,23.0,25.5,82.5,82.5,33.86
845,153,61,146,4011.4,48.4,52.611813,13.275467,2.855,9,24,53,24.0,31.5,83.5,91.0,33.2
